,XLC US Equity,XLY US Equity,XLP US Equity,XLE US Equity,XLF US Equity,XLV US Equity,XLI US Equity,XLK US Equity,IYZ US Equity,XLB US Equity,XLU US Equity,USRT US Equity,AGG US Equity,LQD US Equity,HYG US Equity,TIP US Equity,EMB US Equity,GLD US Equity,DBC US Equity,DBA US Equity
7/11/13,#N/A N/A,59.44,41.42,81.45,16.4109,49.58,44.72,31.91,26.95,40.17,38.52,42.11,106.93,114.19,92.65,111.68,108.995,124.24,26.06,25.12
7/12/13,#N/A N/A,59.72,41.43,81.91,16.5246,49.88,44.45,31.93,27.02,40.03,38.64,41.8328,106.81,113.87,92.56,111.72,108.1,124.13,26.16,24.82
7/15/13,#N/A N/A,59.57,41.49,81.84,16.5976,49.93,44.61,32.02,28.22,40.13,39.27,41.9989,107.04,114.6,92.95,112.26,109.29,124.18,26.09,24.89
7/16/13,#N/A N/A,59.25,41.34,81.34,16.5327,49.64,44.37,32.045,28.36,39.83,39.055,41.93,107.21,114.43,92.72,112.71,110.08,124.89,26.12,25.09
7/17/13,#N/A N/A,59.28,41.42,81.7,16.6017,49.77,44.5,32.07,28.38,40.2,39.04,42.14,107.44,114.86,93.4,113.02,110.979,123.32,26.1,25.02
7/18/13,#N/A N/A,59.62,41.56,82.57,16.825,49.91,44.95,31.99,28.4,40.22,39.38,42.48,107.24,114.56,93.96,112.61,111.55,124.01,26.21,25.12
7/19/13,#N/A N/A,59.57,41.8,83.72,16.8331,50.57,45.41,31.445,28.41,40.48,39.39,42.3761,107.52,115.19,93.9,113.42,111.7,125.11,26.23,25.06
7/22/13,#N/A N/A,59.53,41.71,83.45,16.9468,50.82,45.44,31.54,28.55,40.52,39.35,42.464,107.66,115.45,93.97,113.38,111.53,128.84,26.21,25.13
7/23/13,#N/A N/A,59.45,41.63,83.59,16.8818,50.64,45.41,31.411,28.49,40.64,39.45,42.52,107.6,115.27,93.74,113.12,112,129.71,26.25,25
7/24/13,#N/A N/A,59.25,41.36,82.66,16.76,50.56,45.06,31.62,28.35,40.26,38.85,41.56,107.25,114.71,92.95,112.2,110.95,127.48,26.04,24.81
7/25/13,#N/A N/A,59.33,41.58,83.21,16.7763,50.81,45.08,31.64,28.37,40.64,39.21,41.58,107.29,114.57,92.74,112.26,111.05,128.67,26.01,24.76
7/26/13,#N/A N/A,59.52,41.53,83,16.76,51.14,44.93,31.73,28.23,40.49,39.35,41.4696,107.26,114.69,92.78,112.29,110.66,128.78,25.85,24.68
7/29/13,#N/A N/A,59.21,41.44,82.31,16.6382,50.99,44.81,31.68,28.27,40.72,39.42,41.308,107.26,114.5,92.58,112.21,110.25,128.47,25.84,24.62
7/30/13,#N/A N/A,59.06,41.4,82.15,16.6301,51,45,31.84,28.11,40.62,39.55,41.36,107.22,114.53,92.71,112.16,110.09,128.12,25.75,24.58
7/31/13,#N/A N/A,59.37,41.39,82.42,16.6382,51.02,45.16,31.73,27.93,40.48,39.26,40.87,107.3,114.54,92.98,112.87,109.26,127.96,25.93,24.63
8/1/13,#N/A N/A,60.29,41.73,83.76,16.9021,51.34,45.93,32.07,28.06,40.78,39.59,40.55,106.49,113.28,91.65,112.01,108.55,126.61,25.99,24.41
8/2/13,#N/A N/A,60.72,41.75,83.39,16.8981,51.36,46.02,32.21,28.04,41.01,39.54,40.3742,106.85,113.84,92.21,112.58,109.91,126.36,25.89,24.37
8/5/13,#N/A N/A,60.59,41.78,83.19,16.8615,51.29,45.845,32.28,28.36,40.9,39.28,40.23,106.9,113.41,91.74,112.59,109.12,125.7,25.76,24.46
8/6/13,#N/A N/A,60.34,41.73,82.68,16.7113,51.05,45.5,32.11,28.12,40.522,39.08,40.1,106.79,113.48,91.65,112.86,109.15,123.97,25.55,24.47
8/7/13,#N/A N/A,59.81,41.53,82.39,16.5976,51.09,45.43,32.03,28.11,40.54,39.26,39.9747,106.93,113.73,91.36,113.13,108.89,124.15,25.38,24.62
8/8/13,#N/A N/A,60.21,41.75,82.84,16.6382,51.09,45.64,32.135,27.96,41.14,39.41,39.95,107.08,113.97,91.56,113.25,109.06,126.86,25.51,24.8
8/9/13,#N/A N/A,60.08,41.57,82.59,16.5814,50.91,45.49,31.97,27.94,41.38,39.14,40.32,107.15,113.97,91.57,113.36,109.78,126.86,25.69,24.79
8/12/13,#N/A N/A,60,41.45,82.24,16.5164,50.7,45.55,32.18,27.95,41.32,38.93,39.9632,107.08,113.91,91.49,113.06,109.73,129.13,26,25.13
8/13/13,#N/A N/A,60,41.48,82.39,16.5976,50.89,45.75,32.4,27.8,41.47,38.72,39.34,106.65,113.1,91.49,112.07,108.83,127.74,25.99,24.95
8/14/13,#N/A N/A,59.34,41.19,82.01,16.5327,50.49,45.43,32.37,27.65,41.38,38.47,39.35,106.51,112.91,91.31,111.83,108.65,129,26.2,25.15
8/15/13,#N/A N/A,58.3,40.53,81.56,16.2891,49.64,44.92,31.85,27.35,41.08,37.98,38.7052,106.13,112.11,90.84,111.03,108.38,131.69,26.45,25.3
8/16/13,#N/A N/A,58.09,40.29,81.23,16.2606,49.41,44.98,31.815,27.12,40.76,37.54,37.8,105.83,111.55,90.53,110.51,107.75,132.58,26.46,25.14
8/19/13,#N/A N/A,57.84,40.11,79.94,16.0455,49.5,44.74,31.72,26.75,40.44,37.22,37.4023,105.5,110.94,89.93,109.85,106.81,132.01,26.43,25.35
8/20/13,#N/A N/A,58.43,40.12,80.43,16.1997,49.64,44.82,31.77,27,40.67,37.57,38.1,105.81,111.62,90.76,110.53,106.46,132.45,26.38,25.11
8/21/13,#N/A N/A,57.93,39.81,79.99,16.0861,49.34,44.51,31.7,26.77,40.36,37.14,38.249,105.42,110.95,90.43,109.75,106.12,132.07,26.35,24.98
8/22/13,#N/A N/A,58.51,39.98,81.18,16.2728,49.66,45.12,31.84,26.95,40.84,37.35,38.17,105.55,111.46,90.92,109.8,106.27,132.81,26.36,24.71
8/23/13,#N/A N/A,58.52,40.21,81.76,16.2891,49.79,45.13,32.07,27.22,41.17,37.66,38.62,105.9,112.21,91.3,110.57,106.86,134.9,26.57,24.92
8/26/13,#N/A N/A,58.4,39.74,81.62,16.1876,49.86,45.03,31.92,27.1,41.17,37.38,38.54,106.09,112.44,91.31,110.96,107.05,135.45,26.72,25.41
8/27/13,#N/A N/A,57.45,39.528,81.11,15.7937,49.05,44.12,31.36,26.79,40.445,37.36,38.5399,106.366,112.92,90.72,111.64,106.61,136.75,26.98,25.19
8/28/13,#N/A N/A,57.76,39.23,82.46,15.8222,49.26,44.16,31.38,26.79,40.37,37.49,38.28,106.17,112.94,91.06,111.23,105.95,136.71,27.02,25.26
8/29/13,#N/A N/A,58.04,39.39,81.6,15.8587,49.41,44.29,31.55,27.04,40.5,37.27,38.34,106.38,113.05,91.43,111.08,106.03,135.87,26.74,25.131
8/30/13,#N/A N/A,57.68,39.51,81.57,15.7856,49.22,44.04,31.4,26.8,40.43,37.3,38.15,106.21,113.05,91.35,110.74,106.16,134.62,26.66,25.08
9/2/13,#N/A N/A,57.68,39.51,81.57,15.7856,49.22,44.04,31.4,26.8,40.43,37.3,38.15,106.21,113.05,91.35,110.74,106.16,134.62,26.66,25.08
9/3/13,#N/A N/A,58.09,39.48,82.17,15.9164,49.54,44.32,31.431,26.84,40.672,36.87,37.69,105.75,112.24,90.39,110.06,104.91,136.42,26.8,25.12
9/4/13,#N/A N/A,58.7,39.725,82.615,16.0414,50.11,44.775,31.735,27.06,41.05,36.87,38.05,105.6,111.83,90.73,109.5,104.92,134.66,26.57,25.08
9/5/13,#N/A N/A,58.72,39.67,82.89,16.0779,50.18,44.88,31.75,26.95,41.12,36.72,37.758,104.89,110.91,90.27,108.71,105.06,132.2,26.51,25.17
9/6/13,#N/A N/A,58.65,39.77,82.88,16.0779,50.2,44.86,31.77,26.89,41.07,36.98,38.38,105.28,111.07,90.57,109.16,105.97,134.15,26.66,25.29
9/9/13,#N/A N/A,59.17,40.05,83.805,16.2647,50.51,45.42,32.15,27.21,41.69,37.11,39.0725,105.49,111.36,90.8,109.36,105.86,133.91,26.49,25.27
9/10/13,#N/A N/A,59.745,40.09,83.84,16.4555,50.83,46.08,32.35,27.57,42.065,37.4,39.04,105.3,110.87,91.12,109.18,105.36,131.74,26.25,25.39
9/11/13,#N/A N/A,60.18,40.375,84.48,16.4758,51.17,46.27,32.2,27.77,42.32,37.035,39.3159,105.66,111.39,91.24,109.8,106,131.7,26.29,25.44
9/12/13,#N/A N/A,60.04,40.39,83.98,16.3581,51.085,46.08,32.225,27.64,41.88,36.93,39.061,105.54,111.31,91.13,109.85,106.56,127.67,26.42,25.63
9/13/13,#N/A N/A,60.21,40.72,83.95,16.3987,51.21,46.21,32.255,27.66,42.16,37.21,39.21,105.69,111.38,91.06,109.84,106.39,127.82,26.34,25.49
9/16/13,#N/A N/A,60.48,41.09,83.93,16.5814,51.67,46.81,32.21,27.54,42.63,37.31,39.55,105.91,111.51,91.56,110.14,107.5,126.45,26.01,25.34
9/17/13,#N/A N/A,60.83,41.23,84.31,16.6626,51.7,47.01,32.37,27.67,42.51,37.53,39.5296,106.01,111.81,91.86,110.57,108.08,126.5,25.74,25.12
9/18/13,#N/A N/A,61.53,41.72,85.33,16.8088,52.02,47.6,32.779,27.93,43.49,38.65,40.9,106.9,113.45,92.74,112.04,110.638,132.01,26.3,25.35
9/19/13,#N/A N/A,61.51,41.53,85.12,16.7438,51.85,47.76,32.805,27.87,43.335,38.469,40.8748,106.77,112.73,92.47,111.68,110.11,131.75,26.2,25.36
9/20/13,#N/A N/A,60.96,40.98,84.04,16.5855,51.54,46.96,32.415,27.59,42.62,37.53,40.2,106.77,112.832,92.36,111.99,109.93,127.96,25.96,25.12
9/23/13,#N/A N/A,60.49,40.8,83.63,16.35,51.18,46.81,32.51,27.7,42.3,37.985,39.811,106.85,113.5,92.35,112.38,109.75,127.55,25.77,25.19
9/24/13,#N/A N/A,60.65,40.61,83.71,16.2485,50.92,46.98,32.37,27.52,42.28,37.959,39.32,107.1,113.79,92.15,112.4,109.77,127.66,25.76,25.32
9/25/13,#N/A N/A,60.28,40.269,83.69,16.3378,50.525,46.77,32.32,27.65,42.39,37.7,39.32,107.25,114.145,91.99,112.5,109.65,128.79,25.8,25.4
9/26/13,#N/A N/A,60.85,40.48,83.84,16.3378,50.7,46.98,32.44,27.86,42.67,37.65,39.4423,107.23,113.86,91.94,112.34,109.83,127.79,26,25.49
9/27/13,#N/A N/A,60.86,40.23,83.55,16.2769,50.7,46.68,32.24,27.66,42.16,37.41,39.3501,107.29,113.77,91.84,112.37,109.12,128.97,25.87,25.44
9/30/13,#N/A N/A,60.63,39.8,82.909,16.1632,50.59,46.405,32.04,27.58,42.01,37.369,38.9296,107.2,113.52,91.58,112.58,109.028,128.18,25.76,25.29
10/1/13,#N/A N/A,61.12,40.04,83.44,16.2769,51.23,46.7,32.32,27.83,42.19,37.48,39.489,106.93,113.04,91.53,112.39,108.75,124.59,25.59,25.24
10/2/13,#N/A N/A,61.1,39.955,83.63,16.2728,51.11,46.48,32.33,27.86,42.3,37.52,39.51,107.07,113.38,91.57,112.57,108.5,127.06,25.84,25.31
10/3/13,#N/A N/A,60.41,39.75,82.9,16.1502,50.655,45.97,32.05,27.62,41.94,37.08,38.8501,107.15,113.44,91.63,112.65,108.44,127.18,25.8,25.33
10/4/13,#N/A N/A,60.98,39.81,83.74,16.2809,51.22,46.27,32.18,27.69,42.55,37.15,38.7939,107.06,113.33,91.79,112.4051,108.72,126.53,25.88,25.48
10/7/13,#N/A N/A,60.12,39.68,83.05,16.0942,50.65,45.95,32.04,27.69,42.03,36.97,39.0299,107.04,113.53,91.55,112.53,109.17,127.64,26.06,25.67
10/8/13,#N/A N/A,59.17,39.68,82.16,15.8912,49.92,45.43,31.53,27.28,41.36,37.23,38.71,106.99,113.51,91.51,112.23,109.45,127.4,26.15,25.66
10/9/13,#N/A N/A,58.9,39.71,81.87,15.944,49.83,45.41,31.65,27.31,41.42,37.38,38.59,106.91,113.27,91.59,112.24,109.37,126.11,25.96,25.57
10/10/13,#N/A N/A,60.27,40.45,83.39,16.3987,50.99,46.58,32.18,27.85,42.3,37.94,39.502,107.03,113.43,92.01,112.152,109.55,124.27,26.29,25.58
10/11/13,#N/A N/A,60.79,40.57,84.29,16.4929,51.23,46.8,32.45,28.13,42.55,38.115,39.807,107.07,113.58,92.18,112.13,109.82,122.6,26.15,25.6
10/14/13,#N/A N/A,61.04,40.74,84.86,16.5733,51.6,46.98,32.56,28.12,42.7,37.91,39.86,106.87,113.23,92.32,111.64,109.95,122.83,26.14,25.64
10/15/13,#N/A N/A,60.46,40.37,84.55,16.4515,51.27,46.51,32.36,28.01,42.44,37.38,39.7895,106.82,113.25,92.29,111.86,109.91,123.73,26.05,25.69
10/16/13,#N/A N/A,61.21,40.97,85.82,16.7966,52.32,46.819,32.67,28.38,42.87,37.72,40.51,107.28,114.09,92.78,112.09,110.45,123.54,26.25,25.73
10/17/13,#N/A N/A,61.66,41.43,86,16.9476,52.76,47.175,32.68,28.86,43.425,38.33,41.1699,107.58,114.93,93.23,112.53,111.38,127.42,26.11,25.74
10/18/13,#N/A N/A,62.04,41.49,86.94,16.9801,52.55,47.691,33.24,29.12,43.559,38.43,41.0632,107.76,115.08,93.42,112.69,111.45,126.85,26.26,25.69
10/21/13,#N/A N/A,62.2,41.4,86.55,16.9468,52.28,47.81,33.42,29.03,43.55,38.35,40.79,107.66,114.78,93.21,112.6,111.22,126.98,26.2,25.71
10/22/13,#N/A N/A,62.62,41.92,87.03,16.9793,52.77,48.13,33.41,29.15,44.18,38.84,41.28,108.04,115.48,93.49,113.17,111.44,129.34,26.17,25.77
10/23/13,#N/A N/A,62.22,42,85.669,16.8412,52.671,48.15,33.25,29.03,43.89,38.87,41.2,108.01,115.45,93.57,113.12,111.762,128.69,25.77,25.62
10/24/13,#N/A N/A,62.84,41.92,86.08,16.8656,52.67,48.51,33.33,29.09,44.11,38.79,41.25,107.97,115.33,93.6,113.16,111.66,129.9,25.775,25.53
10/25/13,#N/A N/A,63.31,42.02,86.6,16.9387,52.74,48.76,33.5,29.15,44.24,39.2,41.4974,108.01,115.32,93.63,113.41,111.65,130.46,25.86,25.55
10/28/13,#N/A N/A,63.19,42.57,86.67,16.8981,52.92,48.69,33.61,29.28,44.02,39.12,41.2699,107.96,115.43,93.61,113.36,111.72,130.56,25.96,25.41
10/29/13,#N/A N/A,63.56,42.94,87.28,16.9468,53.27,48.83,33.825,29.53,44.109,39.175,40.8099,108.09,115.59,93.76,113.29,111.29,129.77,25.89,25.32
10/30/13,#N/A N/A,63.25,42.57,86.69,16.8778,52.98,48.61,33.76,29.43,43.84,38.92,40.52,107.89,115.36,93.38,113.14,110.96,129.6,25.97,25.2
10/31/13,#N/A N/A,63.41,42.345,86.39,16.6991,52.77,48.62,33.65,29.32,43.77,38.78,40.49,107.899,115.2,93.43,112.92,111.35,127.74,25.75,25.05
11/1/13,#N/A N/A,63.56,42.51,86.08,16.743,53.115,48.97,33.66,29.07,43.67,39.06,40.3797,107.45,114.51,92.82,112.04,110.32,126.95,25.43,24.91
11/4/13,#N/A N/A,63.78,42.55,87.15,16.7511,53.16,49.15,33.79,29.36,43.845,39.141,40.4901,107.56,114.54,92.98,112.1,110.3,126.81,25.32,24.9
11/5/13,#N/A N/A,63.78,42.63,86.36,16.6626,52.98,49.1,33.7,29.32,43.66,38.86,39.93,107.24,114.05,92.73,111.66,109.73,126.56,25.25,24.97
11/6/13,#N/A N/A,63.62,43.09,86.615,16.7397,52.86,49.24,34.04,29.39,43.96,39.39,39.959,107.41,114.18,93,112.3,109.65,127.2,25.27,24.84
11/7/13,#N/A N/A,62.3,42.46,85.28,16.553,52.39,48.72,33.595,28.77,43.38,39.02,39.4183,107.49,114.41,93.06,112.45,109.39,126.16,25.09,24.8
11/8/13,#N/A N/A,63.29,42.67,86.55,16.9387,53.16,49.38,33.9,28.92,44.185,38.95,38.91,106.82,113.29,92.9,111.49,108.55,124.279,25.23,24.88
11/11/13,#N/A N/A,63.39,42.535,86.71,16.9427,53.29,49.34,33.94,28.76,44.17,38.94,38.94,106.76,113.1,92.55,111.28,107.92,123.87,25.34,24.841
11/12/13,#N/A N/A,63.28,42.61,85.91,16.7844,53.26,49.36,34.03,28.74,44.029,38.61,38.8,106.72,113.18,92.42,111.34,107.21,122.45,25.17,24.84
11/13/13,#N/A N/A,64.28,42.97,86.66,16.9265,53.56,49.649,34.32,28.77,44.27,38.8,38.8443,107,113.44,92.77,111.53,107.63,122.85,25.28,24.79
11/14/13,#N/A N/A,64.73,43.28,87.18,17.0767,54.005,49.84,34.225,28.68,44.64,39.14,39.3524,107.33,114.06,93.04,112.14,108.352,124.27,25.39,24.73
11/15/13,#N/A N/A,64.95,43.33,87.66,17.1579,54.32,50.01,34.3,28.83,44.925,39.365,39.41,107.36,114.06,93.18,112.19,108.9,124.32,25.35,24.75
11/18/13,#N/A N/A,64.44,43.195,86.99,17.1498,54.08,50.085,34.17,28.88,44.65,39.32,39.25,107.57,114.57,92.91,112.49,109.44,122.9,25.18,24.68
11/19/13,#N/A N/A,64.16,43.04,87.14,17.1742,54.14,49.73,34.05,28.67,44.51,39.03,38.8,107.28,114.17,92.87,112.05,108.58,122.95,25.14,24.7
11/20/13,#N/A N/A,63.83,42.86,86.93,17.1214,54.3,49.51,33.94,28.43,44.15,38.6,38.5109,106.98,113.68,92.78,111.36,108.28,120.12,25.16,24.75
11/21/13,#N/A N/A,64.49,42.935,87.76,17.3682,54.521,49.91,34.23,28.62,44.51,38.69,38.65,107.09,113.9,93.1,111.55,108.16,119.94,25.48,24.84
11/22/13,#N/A N/A,64.85,43.16,88.23,17.4503,55.25,50.35,34.16,28.5,44.74,38.66,38.38,107.24,114.3,93.17,111.86,108.39,119.92,25.56,24.73
11/25/13,#N/A N/A,64.91,43.09,87.43,17.4746,55.47,50.24,34.16,28.39,44.46,38.51,38.2533,107.32,114.5,93.31,111.93,109.27,120.46,25.53,24.76
11/26/13,#N/A N/A,65.29,43.05,87.21,17.4584,55.31,50.34,34.28,28.58,44.35,38.13,38.1845,107.35,114.73,93.38,111.92,109.12,119.82,25.52,24.73
11/27/13,#N/A N/A,65.54,43.08,86.62,17.5071,55.29,50.54,34.55,28.66,44.38,38.05,38.512,107.4,114.75,93.32,111.7,108.74,119.46,25.52,24.74
11/28/13,#N/A N/A,65.54,43.08,86.62,17.5071,55.29,50.54,34.55,28.66,44.38,38.05,38.512,107.4,114.75,93.32,111.7,108.74,119.46,25.52,24.74
11/29/13,#N/A N/A,65.6,43.01,86.44,17.4421,55.26,50.4,34.69,28.59,44.34,38.03,38.14,107.44,114.66,93.42,111.61,108.67,120.7,25.51,24.84
12/2/13,#N/A N/A,65.29,42.78,86.5,17.434,55.28,50.19,34.58,28.34,44.23,37.87,37.8976,106.83,113.75,93,111.03,107.26,117.58,25.48,24.79
12/3/13,#N/A N/A,64.67,42.99,86.71,17.2554,54.8,49.76,34.66,28.34,43.71,38.06,37.84,106.96,114.04,92.91,111.09,107.61,117.96,25.63,24.82
12/4/13,#N/A N/A,64.52,42.89,86.43,17.296,54.61,49.56,34.69,28.31,43.92,38.23,38.04,106.68,113.67,92.67,110.47,106.93,119.96,25.68,24.74
12/5/13,#N/A N/A,64.59,42.5,86.14,17.1336,54.51,49.58,34.58,28.16,43.67,37.92,38.08,106.45,113.42,92.6,110.34,107.4,118.3,25.65,24.56
12/6/13,#N/A N/A,65.13,43.08,86.41,17.3691,55.22,50.34,34.82,28.42,44.27,38.44,38.364,106.63,113.66,92.86,110.33,107.86,118.55,25.74,24.65
12/9/13,#N/A N/A,65.08,43.23,86.53,17.4421,55.33,50.47,34.93,28.44,44.5,38.21,38.55,106.76,113.83,93.2,110.42,108.16,119.72,25.65,24.64
12/10/13,#N/A N/A,65.12,42.86,86.27,17.3772,55.11,50.36,34.86,28.16,44.63,37.83,38.716,106.93,114.29,93.2,110.71,108.6,121.82,25.73,24.66
12/11/13,#N/A N/A,64.52,42.93,85.05,17.1417,54.16,49.57,34.54,27.88,43.87,37.52,37.7823,106.76,113.97,92.92,110.53,108.08,120.86,25.73,24.66
12/12/13,#N/A N/A,64.32,42.34,85.41,17.1417,53.77,49.62,34.31,27.85,43.78,37.57,37.57,106.6,113.78,92.75,110.22,108.25,118.29,25.49,24.64
12/13/13,#N/A N/A,64.48,42.27,85.13,17.1579,53.81,49.77,34.2,28.05,43.99,37.51,37.74,106.65,114.09,92.9,110.54,108.35,119.38,25.39,24.61
12/16/13,#N/A N/A,64.9,42.26,85.87,17.2635,53.91,50.24,34.54,28.08,44.17,37.71,37.7251,106.73,114.18,92.98,110.62,108.51,119.69,25.47,24.58
12/17/13,#N/A N/A,64.73,42.06,85.3799,17.1498,53.65,50.22,34.53,28.22,44.46,37.64,37.9199,106.91,114.52,92.99,110.95,108.8,118.65,25.35,24.47
12/18/13,#N/A N/A,65.69,42.76,86.67,17.5477,54.98,51.06,34.8,28.53,45,38.14,38.59,106.86,114.52,93.15,110.46,108.78,117.61,25.4,24.46
12/19/13,#N/A N/A,65.65,42.68,86.92,17.5233,54.86,51.11,34.86,28.87,45.07,37.86,38.04,106.68,114.35,93.05,110.05,108.59,114.82,25.46,24.48
12/20/13,#N/A N/A,65.66,42.55,86.67,17.5436,54.91,51.26,34.96,29.19,44.93,37.83,38.2,106.86,114.88,93.11,110.42,108.83,115.94,25.66,24.66
12/23/13,#N/A N/A,65.95,42.51,86.76,17.6289,55.12,51.46,35.42,29.22,45.15,37.68,37.9464,106.81,114.7,93.18,110.23,109.13,115.57,25.66,24.65
12/24/13,#N/A N/A,66.09,42.57,87.24,17.6614,55.02,51.7,35.52,29.39,45.64,37.83,37.99,106.66,114.67,93.13,109.86,109.11,116.1,25.74,24.6
12/25/13,#N/A N/A,66.09,42.57,87.24,17.6614,55.02,51.7,35.52,29.39,45.64,37.83,37.99,106.66,114.67,93.13,109.86,109.11,116.1,25.74,24.6
12/26/13,#N/A N/A,66.58,42.74,87.86,17.702,55.43,52.06,35.61,29.57,45.89,37.66,38.0401,106.39,114.24,92.75,109.81,108.53,116.74,25.78,24.51
12/27/13,#N/A N/A,66.27,42.84,88.29,17.6939,55.38,52,35.58,29.76,46.03,37.81,38.04,106.43,114.14,92.74,109.75,108.4,117.12,25.85,24.57
12/30/13,#N/A N/A,66.57,42.95,87.66,17.6614,55.47,51.95,35.51,29.7,46.06,37.9,38.1299,106.53,114.48,92.82,110.06,108.38,115.39,25.7,24.37
12/31/13,#N/A N/A,66.83,42.98,88.51,17.7507,55.44,52.26,35.74,29.73,46.22,37.97,38.01,106.43,114.188,92.88,109.9,108.16,116.12,25.66,24.25
1/1/14,#N/A N/A,66.83,42.98,88.51,17.7507,55.44,52.26,35.74,29.73,46.22,37.97,38.01,106.43,114.188,92.88,109.9,108.16,116.12,25.66,24.25
1/2/14,#N/A N/A,66.52,42.45,87.25,17.6533,55.13,51.53,35.39,29.42,45.85,37.39,37.92,106.5,114.41,93.04,110.26,108.18,118,25.29,24.17
1/3/14,#N/A N/A,66.34,42.37,86.93,17.7751,55.26,51.67,35.22,29.33,45.74,37.27,38.31,106.54,114.58,93.01,110.21,108.28,119.29,25.13,24.44
1/6/14,#N/A N/A,65.93,42.21,87.05,17.7913,55.03,51.37,35.16,29.46,45.49,37.33,38.39,106.68,114.83,93.21,110.58,108.71,119.5,25.16,24.55
1/7/14,#N/A N/A,66.33,42.44,87.71,17.7954,55.61,51.69,35.48,29.66,45.41,37.66,38.6,106.73,114.74,93.21,110.6,108.85,118.82,25.14,24.4
1/8/14,#N/A N/A,66.15,42.12,87.1,17.8563,56.1,51.6,35.48,29.66,45.68,37.46,38.3815,106.41,114.25,93.15,110.53,108.25,118.12,24.9,24.32
1/9/14,#N/A N/A,66.14,42.34,86.83,17.9212,56.52,51.85,35.25,29.19,45.5,37.68,38.4612,106.56,114.51,93.29,110.95,108.33,118.46,24.7,24.12
1/10/14,#N/A N/A,66.34,42.4,86.9,17.8887,56.74,51.93,35.32,29.28,45.64,38.22,38.95,107.1,115.13,93.57,111.54,108.79,120.26,24.86,24.24
1/13/14,#N/A N/A,65.01,42.16,85.17,17.6208,56.28,51.3,34.94,29.08,45.02,37.83,38.681,107.2,115.35,93.47,111.59,108.88,121.02,24.85,24.26
1/14/14,#N/A N/A,65.57,42.38,86.28,17.7669,56.99,51.84,35.53,29.34,45.65,37.88,38.95,107.04,115.01,93.61,111.21,108.98,119.89,24.85,24.33
1/15/14,#N/A N/A,65.73,42.39,86.03,17.9781,56.94,52.21,35.96,29.55,45.93,37.81,39.2197,106.95,115.04,93.8,111.11,109,119.66,24.92,24.24
1/16/14,#N/A N/A,65.38,42.4,86.15,17.8644,57.08,52.08,35.95,29.61,46.04,38.07,39.2524,107.2,115.31,93.76,111.2,109.1,119.79,24.88,24.35
1/17/14,#N/A N/A,65.09,42.07,86.01,17.8075,57.02,51.82,35.75,29.66,45.93,38.06,39.11,107.25,115.44,93.78,111.41,109.16,120.93,24.91,24.16
1/20/14,#N/A N/A,65.09,42.07,86.01,17.8075,57.02,51.82,35.75,29.66,45.93,38.06,39.11,107.25,115.44,93.78,111.41,109.16,120.93,24.91,24.16
1/21/14,#N/A N/A,65.03,42.23,86.72,17.8238,57.35,51.87,35.93,29.7,46.21,38.48,39.47,107.3,115.28,93.9,111.2,108.93,119.7,24.97,24.12
1/22/14,#N/A N/A,65.2,42.23,87.12,17.8319,57.4,52.03,35.89,29.75,45.76,38.52,39.52,107.07,115,93.76,111.01,108.6,119.19,25.09,24.18
1/23/14,#N/A N/A,64.74,41.86,86.13,17.5396,57,51.41,35.82,29.6,45.08,38.41,39.3096,107.35,115.44,93.64,111.49,108.14,121.79,25.07,24.27
1/24/14,#N/A N/A,63.5,41.48,84.3299,17.1417,55.66,49.81,35.13,28.99,43.87,37.98,38.8499,107.58,115.36,93.02,111.81,107.55,122.29,25.08,24.25
1/27/14,#N/A N/A,63.25,41.31,84.03,17.0361,55.21,49.86,34.8,28.99,43.69,38.07,38.6603,107.35,115.14,92.99,111.42,107.43,120.96,24.91,24.28
1/28/14,#N/A N/A,63.69,41.63,84.67,17.2635,55.95,50.33,34.59,29.08,43.94,38.21,39.01,107.53,115.7,93.4,111.64,108.0299,120.95,25.03,24.32
1/29/14,#N/A N/A,62.67,40.9,84.2,17.0605,55.44,49.79,34.32,28.77,44.12,38.19,38.641,107.85,115.93,93.12,112.06,107.75,122.47,25.01,24.27
1/30/14,#N/A N/A,63.72,40.96,84.47,17.3041,56.45,50.28,34.74,28.91,44.33,38.78,39.3005,107.87,115.99,93.28,111.99,107.54,119.77,24.91,24.38
1/31/14,#N/A N/A,62.82,40.76,83.38,17.1011,55.96,50.03,34.82,28.83,44.04,39.1,39.4136,108.07,116.34,93.25,112.21,107.28,120.09,24.88,24.65
2/3/14,#N/A N/A,61.17,39.88,81.89,16.6707,54.86,48.64,34.09,27.85,43.01,38.79,38.774,108.23,116.74,92.51,112.87,106.69,121.32,24.88,24.96
2/4/14,#N/A N/A,61.92,40.09,82.73,16.8331,55.4,48.95,34.22,28.07,43.39,38.56,39.129,107.97,116.18,92.62,112.38,107.4,120.99,25.07,25.15
2/5/14,#N/A N/A,62,40.12,81.92,16.8169,55.09,48.93,34.25,28.22,43.44,38.39,39.18,107.7,115.81,92.62,111.89,107.72,121.29,25.12,25.37
2/6/14,#N/A N/A,63.31,40.55,83.14,17.0767,55.4,49.61,34.63,28.22,44.09,38.67,39.57,107.65,115.7,92.95,111.91,107.93,121.24,25.22,25.1
2/7/14,#N/A N/A,64.09,40.93,84.04,17.2879,56.35,50.47,35.1,28.5,44.7,38.88,39.8604,107.82,116.06,93.42,112.23,108.6,122.17,25.51,25.22
